Taxon,Included in summary metrics,Category,Associated crop type general,Associated crop type specific,Genus,Associated crop common name,Total Records,Records with latitude,Records with longitude,Records with coordinates,Total G records,Total G records with coordinates,Total H Records,Total H with coordinates,Total occurrences in target native area,Total G occurrences in target native area,Total H occurrences in target native area,AUC,AUCtest,nAUC,cAUC,sensi_train,speci_train,threshold_train,maxTSS_train,minROCdist_train,threshold_test,sensi_test,speci_test,matthewscor_test,LR_pos_test,LR_neg_test,kappa_index_test,SDAUC,ASD15,Valid model,Map used in summary figures,SRSex,GRSex,ERSex,FCSex,FCSex priority category,Total occurrences in modeled area,Total occurrences in modeled area in protected areas,SRSin,GRSin,ERSin,FCSin,FCSin priority category,FCSex value,FCSin value,FCS minimum,FCS maximum,FCSc mean,FCS min priority category,FCC max priority category,FCSc mean priority category,EOO area km2,EOO status,AOO,AOO adjusted minimum,AOO status,Combined threat assessment status,NatureServe taxon aligned,NatureServe Determination Tax note,NatureServe ID,NatureServe G RANK,NatureServe ROUNDED G RANK,NatureServe GRANK REV YR,NatureServe GRANK AGE,NatureServe G RANK CHANGE DATE,NatureServe G RANK REVIEW DATE,USESA STATUS,NatureServe G RANK REASONS,NatureServe G CALCULATED RANK,NatureServe US STATES AND S RANKS,NatureServe CANADIAN PROVINCES AND S RANKS,Red List scientificName,Red List Destermination Tax note,Red List assessment Id,Red List internal Taxon Id,Red List Category,Red List Criteria,Red List year published,Red List assessment date,Red List criteria version,Red List rationale,Red List habitat,Red List threats,Red List population,Red List population trend,Red List range,Red List use trade,Red List systems,Red List conservation actions,Red List realm,Red List year last seen,Red List possibly extinct,Red List possibly extinct in the wild,Red List scopes,Total occurrences in modeled area PADUS,Total occurrences in modeled area in protected areas PADUS,SRSin PADUS,GRSin PADUS,ERSin PADUS,FCSin PADUS,FCSin priority category PADUS
Allium brevistylum,Y,1C,Food,Vegetables,Allium,"Onion, garlic, chives, etc.",1091,590,590,590,2,0,1089,590,590,0,590,0.96901006,0.959945825,0.976746248,0.483199577,0.9221,0.9151,0.3081,0.8372,0.115857012,0.3081,0.900870653,0.911292744,0.643852502,10.38261271,0.108162897,0.612212519,0.000764482,0,Y,Y,0.183654729,0,0,0.061218243,UP,540,131,24.25925926,24.40925968,100,49.55617298,HP,0.061218243,49.55617298,0.061218243,49.55617298,24.80869561,UP,HP,UP,842743.9058,Least Concern (LC),1732,1688,Vulnerable (VU),Vulnerable (VU),Allium brevistylum,accepted,141313,G4,G4,1991,>10 years,11/14/1991,11/14/1991,,,,CO(SNR); ID(SNR); MT(S4S5); UT(SNR); WY(S4),,,,,,,,,,,,,,,,,,,,,,,,,540,458,84.81481481,87.08007663,100,90.63163048,LP
Allium burdickii,Y,1C,Food,Vegetables,Allium,"Onion, garlic, chives, etc.",247,85,85,85,6,1,241,84,85,1,84,0.913985567,0.859116544,0.855341092,0.503775452,0.8533,0.8431,0.3375,0.6964,0.219550235,0.3375,0.705018315,0.840165499,0.18561944,4.880500803,0.352946563,0.100375714,0.005667476,0.428842094,Y,Y,2.489626556,1.975982707,22.22222222,8.895943828,UP,77,2,2.597402597,3.301509524,100,35.29963737,HP,8.895943828,35.29963737,8.895943828,35.29963737,22.0977906,UP,HP,UP,923413.384,Least Concern (LC),280,280,Endangered (EN),Endangered (EN),Allium burdickii,accepted,155701,G4G5,G4,1991,>10 years,9/28/1992,11/14/1991,,Is apparently rare in the eastern part of the range and in the Ozark Plateau region.,,IA(SNR); IL(S3?); IN(S4); KY(S3S4); ME(SNR); MI(SNR); MN(SNR); MO(S2); NC(SNR); ND(SNR); NE(S2); NH(S1); NJ(SNR); NY(SH); OH(SNR); PA(SNR); SD(SNR); TN(S1S2); VA(SU); VT(SH); WI(SNR); WV(SNR),NS(S1?); ON(S1?); QC(SNR),,,,,,,,,,,,,,,,,,,,,,,,77,7,9.090909091,6.942081383,100,38.67766349,HP
Allium campanulatum,Y,1C,Food,Vegetables,Allium,"Onion, garlic, chives, etc.",969,499,499,499,8,0,961,499,499,0,499,0.967462103,0.959657668,0.970656669,0.489000999,0.9126,0.9017,0.2062,0.8143,0.131958986,0.2062,0.883976172,0.900240927,0.570250789,9.044435449,0.128699684,0.524256367,0.000447111,0.110675281,Y,Y,0.832466181,0,0,0.277488727,UP,423,104,24.58628842,26.10909436,100,50.23179426,MP,0.277488727,50.23179426,0.277488727,50.23179426,25.25464149,UP,MP,HP,679888.5311,Least Concern (LC),1068,1060,Vulnerable (VU),Vulnerable (VU),Allium campanulatum,accepted,160633,G4,G4,1994,>10 years,2/8/1994,2/8/1994,,,,CA(SNR); NV(SNR); OR(S3); UT(S1?); WA(S1),,,,,,,,,,,,,,,,,,,,,,,,,423,324,76.59574468,78.06204303,100,84.88592924,LP
Allium canadense,Y,1C,Food,Vegetables,Allium,"Onion, garlic, chives, etc.",3153,415,415,415,26,3,3127,412,411,3,408,0.830301284,0.808213523,0.864081062,0.444132461,0.7583,0.7335,0.4176,0.4918,0.362357061,0.4176,0.713183458,0.726054446,0.241065492,2.628735771,0.395300693,0.170016432,0.003387073,0,Y,Y,0.831467861,0.240932324,17.85714286,6.309847681,UP,364,6,1.648351648,3.506961278,100,35.05177098,HP,6.309847681,35.05177098,6.309847681,35.05177098,20.68080933,UP,HP,UP,3746458.738,Least Concern (LC),1376,1376,Vulnerable (VU),Vulnerable (VU),Allium canadense,accepted,149285,G5,G5,2015,<5 years,2/9/1984,8/6/2015,,,,AL(SNR); AR(SNR); CT(SNR); DC(SNR); DE(S4); FL(SNR); GA(S5); IA(SNR); IL(S5); IN(S5); KS(SNR); KY(S4); LA(SNR); MA(SNR); MD(SNR); ME(S2); MI(SNR); MN(SNR); MO(SNR); MS(SNR); MT(SU); NC(S5); ND(S1); NE(SNR); NH(SNR); NJ(SNR); NY(S5); OH(SNR); OK(SNR); PA(S,NB(S1); ON(S5); QC(S2),,,,,,,,,,,,,,,,,,,,,,,,364,45,12.36263736,9.502471617,100,40.62170299,HP
Allium canadense var. canadense,Y,1C,Food,Vegetables,Allium,"Onion, garlic, chives, etc.",1180,294,294,294,8,0,1172,294,286,0,286,0.83545229,0.802342533,0.859614025,0.442728508,0.7709,0.7403,0.4288,0.5112,0.348682308,0.4288,0.698113276,0.737402127,0.213110461,2.66963313,0.408687797,0.138979305,0.003336885,0.04268505,Y,Y,0.682593857,0,0,0.227531286,UP,267,18,6.741573034,3.73412742,92.30769231,34.26113092,HP,0.227531286,34.26113092,0.227531286,34.26113092,17.2443311,UP,HP,UP,3358288.979,Least Concern (LC),1008,1004,Vulnerable (VU),Vulnerable (VU),Allium canadense var. canadense,accepted,138622,G5T5,T5,2015,<5 years,6/7/1999,8/6/2015,,,,AL(SNR); AR(SNR); CT(SNR); DE(S4); FL(SNR); GA(S4); IA(S5); IL(SNR); IN(SNR); KS(SNR); KY(S4); LA(SNR); MA(SNR); MD(SNR); ME(SNR); MI(SNR); MN(SNR); MO(SNR); MS(SNR); NC(S5); ND(SNR); NE(SNR); NH(S1); NJ(S4); NY(S5); OH(SNR); OK(SNR); PA(SNR); RI(SNR); SC,NB(S1); ON(S5); QC(S2),,,,,,,,,,,,,,,,,,,,,,,,267,30,11.23595506,8.278367108,96.15384615,38.55605611,HP
Allium cernuum,Y,1C,Food,Vegetables,Allium,"Onion, garlic, chives, etc.",6042,2917,2917,2917,102,22,5940,2895,2784,21,2763,0.947447934,0.94386583,0.970137405,0.473728425,0.892,0.8736,0.3413,0.7656,0.166417235,0.3413,0.882600686,0.870557815,0.72810394,6.916289699,0.134902298,0.723342402,0.000982155,0,Y,Y,1.717171717,6.358063753,32.55813953,13.54445833,UP,2022,340,16.81503462,11.94516877,95.34883721,41.3696802,HP,13.54445833,41.3696802,13.54445833,41.3696802,27.45706927,UP,HP,HP,8079516.989,Least Concern (LC),6104,6048,Least Concern (LC),Least Concern (LC),Allium cernuum,accepted,956045,G5,G5,2015,<5 years,12/4/2015,12/4/2015,,,,AL(SNR); AR(SNR); AZ(SNR); CO(SNR); DC(SNR); GA(SNR); IA(SNR); ID(SNR); IL(SNR); IN(SNR); KY(SNR); MD(SNR); MI(SNR); MN(SNR); MO(SNR); MT(SNR); NC(SNR); NE(SNR); NM(SNR); NY(SNR); OH(SNR); OR(SNR); PA(SNR); SC(SNR); SD(SNR); TN(SNR); TX(SNR); UT(SNR); VA(,AB(SNR); BC(SNR); ON(SNR); SK(SNR),,,,,,,,,,,,,,,,,,,,,,,,2022,1116,55.19287834,43.60950521,88.37209302,62.39149219,MP
Allium crenulatum,Y,1C,Food,Vegetables,Allium,"Onion, garlic, chives, etc.",453,388,388,388,1,0,452,388,388,0,388,0.968408711,0.951097658,0.964993369,0.486104289,0.9051,0.9203,0.245,0.8254,0.12764672,0.245,0.830279006,0.917037672,0.457260844,11.10062907,0.183445732,0.391578195,0.001736533,0,Y,Y,0.221238938,0,0,0.073746313,UP,166,52,31.3253012,23.77473237,87.5,47.53334453,HP,0.073746313,47.53334453,0.073746313,47.53334453,23.80354542,UP,HP,UP,281734.6327,Least Concern (LC),360,348,Endangered (EN),Endangered (EN),Allium crenulatum,accepted,148204,G4,G4,1988,>10 years,5/16/1988,5/16/1988,,,,OR(SNR); WA(SNR),BC(S4),,,,,,,,,,,,,,,,,,,,,,,,166,105,63.25301205,69.07221456,100,77.4417422,LP
Allium douglasii,Y,1C,Food,Vegetables,Allium,"Onion, garlic, chives, etc.",246,155,155,155,6,1,240,154,155,1,154,0.962654618,0.925134955,0.965211784,0.459923171,0.9234,0.8808,0.2524,0.8042,0.142205845,0.2524,0.758358586,0.878419458,0.227980903,6.373198228,0.274360252,0.132300516,0.003151762,0.031273344,Y,Y,2.5,3.553234621,33.33333333,13.12885598,UP,74,5,6.756756757,6.37745614,100,37.7114043,HP,13.12885598,37.7114043,13.12885598,37.7114043,25.42013014,UP,HP,HP,124945.3054,Least Concern (LC),260,248,Endangered (EN),Endangered (EN),Allium douglasii,accepted,156634,G4G5,G4,1984,>10 years,8/7/1984,8/7/1984,,,,ID(SNR); OR(SNR); WA(S5),,,,,,,,,,,,,,,,,,,,,,,,,74,13,17.56756757,38.17324569,100,51.91360442,MP
Allium drummondii,Y,1C,Food,Vegetables,Allium,"Onion, garlic, chives, etc.",1036,239,239,239,8,1,1028,238,239,1,238,0.903104644,0.876905221,0.908642072,0.468263148,0.8415,0.8252,0.3682,0.6667,0.236428951,0.3682,0.780112637,0.821414869,0.297888232,4.397300438,0.266969609,0.209724097,0.003450912,0.199537391,Y,Y,0.778210117,1.901751897,9.090909091,3.923623702,UP,216,13,6.018518519,2.041558444,90.90909091,32.98972262,HP,3.923623702,32.98972262,3.923623702,32.98972262,18.45667316,UP,HP,UP,1170737.199,Least Concern (LC),676,676,Vulnerable (VU),Vulnerable (VU),Allium drummondii,accepted,130887,G5,G5,1996,>10 years,4/8/1986,3/20/1996,,Common and widespread; has weedy properties.,,AR(S1); KS(SNR); MO(SU); NE(S1); NM(SNR); OK(SNR); TX(SNR),,,,,,,,,,,,,,,,,,,,,,,,,216,66,30.55555556,10.31655388,100,46.95736981,HP
Allium falcifolium,Y,1C,Food,Vegetables,Allium,"Onion, garlic, chives, etc.",627,353,353,353,16,4,611,349,351,4,347,0.971477343,0.963510115,0.972943188,0.490566927,0.9278,0.9148,0.2403,0.8426,0.112709606,0.2403,0.894873567,0.910399345,0.556563666,10.24384443,0.115525322,0.502970689,0.0016695,0,Y,Y,2.618657938,21.61517655,42.85714286,22.36365911,UP,247,43,17.40890688,16.02585805,85.71428571,39.71635022,HP,22.36365911,39.71635022,22.36365911,39.71635022,31.04000467,UP,HP,HP,391251.2486,Least Concern (LC),592,596,Vulnerable (VU),Vulnerable (VU),Allium falcifolium,accepted,138690,G4,G4,1987,>10 years,4/20/1987,4/20/1987,,,,CA(SNR); OR(SNR),,,,,,,,,,,,,,,,,,,,,,,,,247,167,67.61133603,51.31298129,85.71428571,68.21286768,MP
Allium fibrillum,Y,1C,Food,Vegetables,Allium,"Onion, garlic, chives, etc.",523,349,349,349,3,0,520,349,349,0,349,0.972415496,0.95774655,0.973463618,0.484282932,0.9042,0.9392,0.2192,0.8434,0.115385047,0.2192,0.86180686,0.934948839,0.523074564,13.92912595,0.147611146,0.46720163,0.001443469,0,Y,Y,0.576923077,0,0,0.192307692,UP,203,37,18.22660099,10.30714144,57.14285714,28.55886652,HP,0.192307692,28.55886652,0.192307692,28.55886652,14.37558711,UP,HP,UP,423060.4274,Least Concern (LC),540,540,Vulnerable (VU),Vulnerable (VU),Allium fibrillum,accepted,149899,G4,G4,1988,>10 years,5/16/1988,5/16/1988,,,,ID(SNR); MT(S4); OR(SNR); WA(SNR),,,,,,,,,,,,,,,,,,,,,,,,,203,115,56.65024631,54.88419964,100,70.51148198,MP
Allium geyeri,N,1C,Food,Vegetables,Allium,"Onion, garlic, chives, etc.",1785,1024,1024,1024,11,5,1774,1019,1022,5,1017,0.95549532,0.947766802,0.971179178,0.476587625,0.8832,0.9161,0.2861,0.7993,0.144403942,0.2861,0.868569962,0.914060606,0.691780874,10.36682142,0.143566466,0.678836675,0.0010482,0.231710197,Y,N,0.620067644,6.259287817,22.22222222,9.700525894,UP,862,101,11.71693735,12.0255119,83.33333333,35.69192753,HP,9.700525894,35.69192753,9.700525894,35.69192753,22.69622671,UP,HP,UP,2103628.306,Least Concern (LC),2048,2020,Possible Near Threatened (NT),Possible Near Threatened (NT),Allium geyeri,accepted,136662,G4G5,G4,1987,>10 years,10/1/1987,10/1/1987,,,,AZ(SNR); CO(SNR); ID(SNR); MT(S4); NM(SNR); NV(SNR); OR(SNR); SD(SNR); TX(SNR); UT(SNR); WA(SNR); WY(S3),AB(S2); BC(S4); SK(S1),Allium geyeri,accepted,67728493,64263485,Least Concern,,2016,2015-01-06 00:00:00 UTC,3.1,"The species is widespread and while it is declining in parts of its range, it is not thought that the overall population decline is likely to meet 30% over the past or future three generations. Therefore the species is assessed as Least Concern.","An aquatic emergent and wetland plant, r<span style=""background-color: rgb(255, 255, 255);"">eported as an alpine to subalpine plant</span>. Found in low meadows and by streams in the Rocky Mountains.",The threats to the species are unknown.,"According to NatureServe the species global status is 'Apparently Secure / Secure' (G4/5), with the population in Saskatchewan classed as 'Critically Imperiled' and in Alberta as 'Imperilled'. According to the&#160;Canadian Endangered Species Conservation Council (CESCC)&#160;the&#160;population in Canada is classed as 'Sensitive'.",Unknown,The species is found in the Rocky Mountains in south-western Canada and western United States of America.,"Identified as a plant of economic importance, used as human food.",Terrestrial|Freshwater (=Inland waters),No conservation actions for the species are known. More information would be useful on the species population status and threats across its range.,Nearctic,,,,Global,Not assessed,Not assessed,Not assessed,Not assessed,Not assessed,Not assessed,Not assessed
Allium geyeri var. geyeri,Y,1C,Food,Vegetables,Allium,"Onion, garlic, chives, etc.",638,463,463,463,3,2,635,461,463,2,461,0.960367685,0.947313679,0.96656065,0.480753029,0.9063,0.8814,0.2206,0.7877,0.1517869,0.2206,0.848796808,0.876983388,0.496050312,6.968635635,0.172489758,0.440181897,0.001562051,0,Y,Y,0.472440945,2.177797058,28.57142857,10.40722219,UP,396,45,11.36363636,10.68869841,100,40.68411159,HP,10.40722219,40.68411159,10.40722219,40.68411159,25.54566689,UP,HP,HP,1277308.308,Least Concern (LC),1308,1268,Vulnerable (VU),Vulnerable (VU),Allium geyeri var. geyeri,accepted,137012,G4G5T4,T4,2016,<5 years,7/16/1984,8/25/2016,,,,AZ(SNR); CO(SNR); ID(SNR); MT(S3); NM(SNR); NV(SNR); OR(S1); SD(SNR); TX(SNR); UT(SNR); WA(SNR); WY(S3),AB(SU); SK(SNR),,,,,,,,,,,,,,,,,,,,,,,,396,283,71.46464646,61.58969166,100,77.68477938,LP
